ProductKey,Product Name,Brand,Color,Subcategory,Category
1988,Fabrikam Microwave 0.8CuFt E0800 White,Fabrikam,Microwaves,Microwaves,Home Appliances
1986,Fabrikam Microwave 1.0CuFt E1100 White,Fabrikam,Microwaves,Microwaves,Home Appliances
2354,Contoso Air conditioner 5200BTU E0100 White,Contoso,Air Conditioners,Air Conditioners,Home Appliances
767,Contoso USB Optical Mouse E200 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1221,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1449,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1992,Fabrikam Microwave 1.0CuFt E1100 Silver,Fabrikam,Microwaves,Microwaves,Home Appliances
2336,Litware Chandelier M8015 Grey,Litware,Lamps,Lamps,Home Appliances
1346,Contoso Lifestyles Series - Big Button Cordless phone M800 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
814,Contoso Laptop Starter Bundle M200 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
2447,Litware 92mm DBB Case Fan E1101 Silver,Litware,Fans,Fans,Home Appliances
2465,Litware USB Durable Desk Soft Fan E1401 Blue,Litware,Fans,Fans,Home Appliances
2282,Proseware Wall Lamp E0215 White,Proseware,Lamps,Lamps,Home Appliances
2287,Proseware Floor Lamp M0215 Silver,Proseware,Lamps,Lamps,Home Appliances
473,Proseware CRT17 E104 Black,Proseware,Monitors,Monitors,Computers
1188,"Fabrikam Social Videographer 1"" 25mm E400 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1024,A. Datum Bridge Digital Camera M300 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2306,Proseware Wall Lamp E0215 Blue,Proseware,Lamps,Lamps,Home Appliances
2093,Contoso Water Heater 2.6GPM E0900 Blue,Contoso,Water Heaters,Water Heaters,Home Appliances
2049,Litware Microwave 1.5CuFt X110 Blue,Litware,Microwaves,Microwaves,Home Appliances
2056,Contoso Microwave 2.2CuFt M0125 White,Contoso,Microwaves,Microwaves,Home Appliances
321,SV Car Video LCD7 M7001 Silver,Southridge Video,Car Video,Car Video,TV and Video
472,Proseware CRT19 E201 Black,Proseware,Monitors,Monitors,Computers
2504,Contoso Touch Stylus Pen E150 White,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
1382,Contoso Single-line phones E10 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2503,Contoso Touch Stylus Pen E150 Silver,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
1733,MGS Halo: Combat Evolved E109,Tailspin Toys,Download Games,Download Games,Games and Toys
2089,Contoso Water Heater 1.5GPM E0800 White,Contoso,Water Heaters,Water Heaters,Home Appliances
1672,MGS Hand Games for Office worker L299 Black,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
1790,MGS Dungeon Siege: Legends of Aranna 2009 E146,Tailspin Toys,Download Games,Download Games,Games and Toys
1710,MGS Age of Empires III: The Asian Dynasties M180,Tailspin Toys,Download Games,Download Games,Games and Toys
1784,MGS Fable: The Lost Chapters2008 E140,Tailspin Toys,Download Games,Download Games,Games and Toys
1852,NT Washer & Dryer 27in L2700 Silver,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
1826,"MGS Age of Empires, 2009 E182",Tailspin Toys,Download Games,Download Games,Games and Toys
288,Contoso Home Theater System 2.1 Channel E1220 Brown,Contoso,Home Theater System,Home Theater System,TV and Video
209,Litware Home Theater System 5.1 Channel M511 Silver,Litware,Home Theater System,Home Theater System,TV and Video
18,Contoso 8GB Super-Slim MP3/Video Player M800 Green,Contoso,MP4&MP3,MP4&MP3,Audio
727,Proseware Wireless Photo All-in-One Printer M390 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1706,SV Hand Games women M40 Silver,Southridge Video,Boxed Games,Boxed Games,Games and Toys
1606,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2266,WWI Wall Lamp E215 Blue,Wide World Importers,Lamps,Lamps,Home Appliances
1943,Litware Refrigerator 3.2CuFt E160 White,Litware,Refrigerators,Refrigerators,Home Appliances
2368,Contoso Air conditioner 5200BTU E0100 Silver,Contoso,Air Conditioners,Air Conditioners,Home Appliances
952,A. Datum Consumer Digital Camera M300 Black,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1041,A. Datum Full Frame Digital Camera X300 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
829,Contoso Leather Case - case for digital photo camera X20 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
1906,Fabrikam Refrigerator 4.6CuFt E2800 Brown,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2263,WWI Floor Lamp M215 Blue,Wide World Importers,Lamps,Lamps,Home Appliances
2022,Litware Microwave 1.0CuFt E110 White,Litware,Microwaves,Microwaves,Home Appliances
2131,Contoso Coffee Maker Auto 5C E0900 White,Contoso,Coffee Machines,Coffee Machines,Home Appliances
1537,The Phone Company PDA GPS Phone 4.7 inch L950 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
2285,Proseware Desk Lamp E0120 White,Proseware,Lamps,Lamps,Home Appliances
2108,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Water Heaters,Water Heaters,Home Appliances
1155,Fabrikam Trendsetter 2/3'' 17mm X100 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2258,WWI Wall Lamp E215 Grey,Wide World Importers,Lamps,Lamps,Home Appliances
2376,Contoso Air conditioner 25000BTU L1672 Blue,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2199,Adventure Works Floor Lamp M2150 White,Adventure Works,Lamps,Lamps,Home Appliances
2375,Contoso Air conditioner 5200BTU E0100 Grey,Contoso,Air Conditioners,Air Conditioners,Home Appliances
968,A. Datum Bridge Digital Camera M300 Grey,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1064,A. Datum SLR Camera X140 Pink,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2189,Fabrikam Coffee Maker Auto 5C E090 Gold,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
1638,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1402,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1436,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1140,Fabrikam SLR Camera X150 Green,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2363,Contoso Air conditioner 12000BTU M0640 Silver,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2015,Fabrikam Microwave 1.6CuFt M1250 Blue,Fabrikam,Microwaves,Microwaves,Home Appliances
1115,"Fabrikam SLR Camera 35"" M358 Silver",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
908,SV 80GB USB2.0 Portable Hard Disk E500 Silver,Southridge Video,Computers Accessories,Computers Accessories,Computers
1077,"Contoso SLR Camera 35"" X358 Black",Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1058,A. Datum SLR Camera M138 Silver Grey,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
377,Adventure Works Laptop16 M1601 Silver,Adventure Works,Laptops,Laptops,Computers
758,Contoso Connectivity Starter Kit Smart Buy M680 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1369,Contoso Expandable 4-Handset Cordless Phone System M206 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1942,Litware Refrigerator 4.6CuFt E280 White,Litware,Refrigerators,Refrigerators,Home Appliances
798,Contoso Digital camera accessory kit M200 White,Contoso,Computers Accessories,Computers Accessories,Computers
2441,Litware 120mm Blue LED Case Fan E901 blue,Litware,Fans,Fans,Home Appliances
269,Contoso Home Theater System 4.1 Channel M1400 White,Contoso,Home Theater System,Home Theater System,TV and Video
50,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Recording Pen,Recording Pen,Audio
1304,Contoso Lens Adapter M450 White,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1748,MGS Classic Flight Collection X400,Tailspin Toys,Download Games,Download Games,Games and Toys
742,Proseware Photo Inkjet Printer E290 Green,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
582,Contoso Screen 113in M251 Black,Contoso,Projectors & Screens,Projectors & Screens,Computers
1271,Contoso Lens Cap Keeper E314 Yellow,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1345,Contoso 4-Line Expandable Cordless Phone System M900 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1019,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
979,A. Datum Consumer Digital Camera E100 Pink,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
955,A. Datum SLR-like Digital Camera M400 Black,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
771,Contoso USB Wave Multi-media Keyboard E280 Black,Contoso,Computers Accessories,Computers Accessories,Computers
2196,Adventure Works Desk Lamp E1300 Black,Adventure Works,Lamps,Lamps,Home Appliances
1035,A. Datum Consumer Digital Camera E100 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1224,Fabrikam Trendsetter 1'' 25mm X400 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
487,Proseware CRT17 E104 White,Proseware,Monitors,Monitors,Computers
1510,The Phone Company Smart phones without camera E100 Gold,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1596,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2138,Contoso Coffee Maker 5C E0900 Grey,Contoso,Coffee Machines,Coffee Machines,Home Appliances
2175,Fabrikam Coffee Maker 4C E080 Silver,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
1092,Contoso SLR Camera X144 Gold,Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1026,A. Datum Point Shoot Digital Camera M500 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1239,"Fabrikam Social Videographer 2/3"" 17mm E100 Blue",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1124,Fabrikam SLR Camera X148 Gold,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1631,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1579,SV DVD Recorder L220 White,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
538,WWI CRT17 E106 White,Wide World Importers,Monitors,Monitors,Computers
2392,Proseware Air conditioner 10000BTU M490 Red,Proseware,Air Conditioners,Air Conditioners,Home Appliances
907,SV 80GB USB2.0 Portable Hard Disk E500 Red,Southridge Video,Computers Accessories,Computers Accessories,Computers
946,A. Datum Slim Digital Camera M180 Black,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2323,Litware Wall Lamp E3015 White,Litware,Lamps,Lamps,Home Appliances
1461,Contoso Touch Screen Phones Capacitive M908 Black,Contoso,Touch Screen Phones,Touch Screen Phones,Cell phones
2211,Adventure Works Wall Lamp E3150 Silver,Adventure Works,Lamps,Lamps,Home Appliances
2074,Contoso Microwave 2.2CuFt M0125 Red,Contoso,Microwaves,Microwaves,Home Appliances
1737,MGS Freelancer E113,Tailspin Toys,Download Games,Download Games,Games and Toys
695,Proseware Office Jet All-in-One Printer M500 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
698,Proseware Wireless Photo All-in-One Printer M390 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
95,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Bluetooth Headphones,Bluetooth Headphones,Audio
1156,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1865,NT Washer & Dryer 21in E2100 Green,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
260,Contoso Home Theater System 5.1 Channel M1520 Silver,Contoso,Home Theater System,Home Theater System,TV and Video
524,WWI LCD19W M100 Black,Wide World Importers,Monitors,Monitors,Computers
193,Litware Home Theater System 5.1 Channel M511 Black,Litware,Home Theater System,Home Theater System,TV and Video
261,Contoso Home Theater System 5.1 Channel M1530 Silver,Contoso,Home Theater System,Home Theater System,TV and Video
1841,Litware Washer & Dryer 15.5in E150 Blue,Litware,Washers & Dryers,Washers & Dryers,Home Appliances
1846,Litware Washer & Dryer 15.5in E150 Green,Litware,Washers & Dryers,Washers & Dryers,Home Appliances
19,Contoso 8GB Super-Slim MP3/Video Player M800 Pink,Contoso,MP4&MP3,MP4&MP3,Audio
1711,MGS Age of Empires III: The Asian Dynasties M190,Tailspin Toys,Download Games,Download Games,Games and Toys
1721,MGS Rise of Nations: Rise of Legends M290,Tailspin Toys,Download Games,Download Games,Games and Toys
637,WWI Projector 480p LCD12 Silver,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
583,Contoso Screen 106in M060 Black,Contoso,Projectors & Screens,Projectors & Screens,Computers
554,Proseware Projector 720p DLP56 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
544,Proseware Projector 480p DLP12 Black,Proseware,Projectors & Screens,Projectors & Screens,Computers
1820,MGS Return of Arcade Anniversary Edition 2009 E176,Tailspin Toys,Download Games,Download Games,Games and Toys
77,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Bluetooth Headphones,Bluetooth Headphones,Audio
430,Adventure Works Desktop PC1.60 ED160 Brown,Adventure Works,Desktops,Desktops,Computers
2448,Litware 92mm DBB Case Fan E1101 Black,Litware,Fans,Fans,Home Appliances
1941,Litware Refrigerator 9.7CuFt M560 White,Litware,Refrigerators,Refrigerators,Home Appliances
368,Adventure Works Laptop19W X1980 White,Adventure Works,Laptops,Laptops,Computers
1960,Litware Refrigerator 4.6CuFt E280 Green,Litware,Refrigerators,Refrigerators,Home Appliances
1991,Fabrikam Microwave 1.6CuFt M1250 Silver,Fabrikam,Microwaves,Microwaves,Home Appliances
2179,Fabrikam Coffee Maker Auto 5C E090 White,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
515,Adventure Works CRT17 E105 White,Adventure Works,Monitors,Monitors,Computers
2178,Fabrikam Coffee Maker 12C M100 White,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
512,Adventure Works LCD17W E203 White,Adventure Works,Monitors,Monitors,Computers
294,SV Car Video TFT7 M7000 Black,Southridge Video,Car Video,Car Video,TV and Video
1418,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
2111,Contoso Water Heater 4.3GPM M1250 Red,Contoso,Water Heaters,Water Heaters,Home Appliances
1561,The Phone Company PDA Phone 4.7 inches L360 White,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1652,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1071,"A. Datum SLR Camera 35"" M358 Blue",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1473,The Phone Company Smart phones 8 GB of Memory M400 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1342,Contoso Integrated Business Phone With card L10 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1583,SV DVD 58 DVD Storage Binder M55 Black,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1635,Contoso DVD 60 DVD Storage Binder L20 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
337,SV Car Video LCD7 M7001 Brown,Southridge Video,Car Video,Car Video,TV and Video
1138,Fabrikam SLR Camera M150 Orange,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2398,Proseware Air conditioner 12000BTU M640 Silver,Proseware,Air Conditioners,Air Conditioners,Home Appliances
1176,Fabrikam Trendsetter 1'' 25mm X400 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1526,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
903,SV 40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Computers Accessories,Computers Accessories,Computers
1653,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1545,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1522,The Phone Company PDA Wifi 4.7-inch L290 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1950,Litware Refrigerator 1.7CuFt E120 Brown,Litware,Refrigerators,Refrigerators,Home Appliances
2091,Contoso Water Heater 4.3GPM M1250 Blue,Contoso,Water Heaters,Water Heaters,Home Appliances
1162,Fabrikam Business Videographer 1/3'' 8.5mm M380 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
13,Contoso 4GB Flash MP3 Player E401 Black,Contoso,MP4&MP3,MP4&MP3,Audio
275,Contoso Home Theater System 2.1 Channel E1220 White,Contoso,Home Theater System,Home Theater System,TV and Video
1900,Fabrikam Refrigerator 4.6CuFt E2800 White,Fabrikam,Refrigerators,Refrigerators,Home Appliances
898,SV Keyboard E90 Grey,Southridge Video,Computers Accessories,Computers Accessories,Computers
471,Proseware LCD15 E103 Black,Proseware,Monitors,Monitors,Computers
1241,Fabrikam Business Videographer 1/3'' 8.5mm M380 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1213,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
954,A. Datum Bridge Digital Camera M300 Black,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2047,Litware Microwave 0.9CuFt E090 Black,Litware,Microwaves,Microwaves,Home Appliances
2335,Litware Floor Lamp M2015 Grey,Litware,Lamps,Lamps,Home Appliances
2134,Contoso Coffee Maker Super-Auto 12C X1250 Grey,Contoso,Coffee Machines,Coffee Machines,Home Appliances
266,Contoso Home Theater System 2.1 Channel E1200 White,Contoso,Home Theater System,Home Theater System,TV and Video
1717,MGS Flight Simulator X M250,Tailspin Toys,Download Games,Download Games,Games and Toys
672,Proseware Ink Jet All in one M300 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
724,Proseware Office Jet All-in-One Printer M500 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
39,Contoso 8GB Clock & Radio MP3 Player X850 Green,Contoso,MP4&MP3,MP4&MP3,Audio
726,Proseware Photo Smart All-in-One Printer M380 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
729,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
4,Contoso 2G MP3 Player E200 Silver,Contoso,MP4&MP3,MP4&MP3,Audio
2491,Cigarette Lighter Adapter for Contoso Phones E110 Black,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
1803,MGS Combat Flight Simulator 2009 E159,Tailspin Toys,Download Games,Download Games,Games and Toys
1541,The Phone Company PDA Phone 3.5 inches M320 Silver,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1655,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2360,Contoso Air conditioner 6000BTU E0180 Red,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2041,Litware Microwave 0.9CuFt E090 Red,Litware,Microwaves,Microwaves,Home Appliances
1376,Contoso Integrated Business Phone L08 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1901,Fabrikam Refrigerator 3.2CuFt E1600 White,Fabrikam,Refrigerators,Refrigerators,Home Appliances
1347,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2358,Contoso Air conditioner 8000BTU M0320 Red,Contoso,Air Conditioners,Air Conditioners,Home Appliances
1215,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
962,A. Datum All in One Digital Camera M200 Grey,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1373,Contoso Phone with Memory Dialing-single line E88 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
745,Contoso Car power adapter M90 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1985,Fabrikam Microwave 1.6CuFt M1250 White,Fabrikam,Microwaves,Microwaves,Home Appliances
819,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
1003,A. Datum Ultra Compact Digital Camera M190 Orange,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
141,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Televisions,Televisions,TV and Video
2439,Litware 120mm Blue LED Case Fan E901 Black,Litware,Fans,Fans,Home Appliances
1480,The Phone Company Smart phones without camera E100 Grey,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
663,Proseware High-Performance Business-Class Laser Fax X200 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
196,Litware Home Theater System 2.1 Channel E211 Black,Litware,Home Theater System,Home Theater System,TV and Video
1744,MGS Zoo Tycoon Marine Mania E120,Tailspin Toys,Download Games,Download Games,Games and Toys
2106,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Water Heaters,Water Heaters,Home Appliances
306,SV Car Video LCD7 M7002 Black,Southridge Video,Car Video,Car Video,TV and Video
2043,Litware Microwave 1.5CuFt X110 Black,Litware,Microwaves,Microwaves,Home Appliances
190,SV 8xDVD E130 Silver,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
1119,"Fabrikam SLR Camera 35"" M358 Grey",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2264,WWI Chandelier M815 Blue,Wide World Importers,Lamps,Lamps,Home Appliances
813,Contoso Education Supplies Bundle E200 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
977,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
484,Proseware LCD17W E202 White,Proseware,Monitors,Monitors,Computers
2201,Adventure Works Chandelier M6150 White,Adventure Works,Lamps,Lamps,Home Appliances
389,Adventure Works Laptop16 M1601 Blue,Adventure Works,Laptops,Laptops,Computers
2413,Litware 18'' Adjustable Oscillating Pedestal Fan E301 Black,Litware,Fans,Fans,Home Appliances
2402,Proseware Air conditioner 6000BTU E180 Silver,Proseware,Air Conditioners,Air Conditioners,Home Appliances
1424,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1504,The Phone Company Smart phones 160x160 M26 Pink,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1145,"Fabrikam Home and Vacation Moviemaker 1/2"" 3mm M300 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
121,"Adventure Works 13"" Color TV E25 White",Adventure Works,Televisions,Televisions,TV and Video
1718,MGS Zoo Tycoon 2: Zookeeper Collection M260,Tailspin Toys,Download Games,Download Games,Games and Toys
1783,MGS Age of Empires III 2008 E139,Tailspin Toys,Download Games,Download Games,Games and Toys
713,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
6,Contoso 2G MP3 Player E200 Black,Contoso,MP4&MP3,MP4&MP3,Audio
687,Proseware High Speed Laser Fax M2000 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
680,Proseware Mobile Receipt and Document Scanner M200 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
702,Proseware Laser Jet Printer E100 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1623,Contoso DVD Recorder L210 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1249,Contoso Rechargeable Li-Ion Battery Pack E300 White,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1008,A. Datum Consumer Digital Camera M300 Orange,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1082,Contoso SLR Camera M143 Silver,Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1406,Contoso Phone with Memory Dialing-single line E88 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1030,A. Datum Slim Digital Camera M180 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1016,A. Datum Slim Digital Camera M180 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1615,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
343,Fabrikam Laptop19 M9000 Black,Fabrikam,Laptops,Laptops,Computers
2292,Proseware Desk Lamp E0130 Silver,Proseware,Lamps,Lamps,Home Appliances
2325,Litware Desk Lamp E1020 White,Litware,Lamps,Lamps,Home Appliances
1532,The Phone Company PDA Palm 3.5 inch M810 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1592,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1190,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2232,WWI Chandelier M815 Black,Wide World Importers,Lamps,Lamps,Home Appliances
1558,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1197,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2250,WWI Wall Lamp E215 Silver,Wide World Importers,Lamps,Lamps,Home Appliances
1247,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
429,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Desktops,Desktops,Computers
1018,A. Datum All in One Digital Camera M200 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1590,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1996,Fabrikam Microwave 2.2CuFt M1250 Grey,Fabrikam,Microwaves,Microwaves,Home Appliances
423,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Desktops,Desktops,Computers
599,Contoso Projector 1080p X980 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
1780,MGS Zoo Tycoon 2: African Adventure 2008 E136,Tailspin Toys,Download Games,Download Games,Games and Toys
242,Contoso Home Theater System 7.1 Channel M1700 Black,Contoso,Home Theater System,Home Theater System,TV and Video
1732,MGS Age of Mythology: The Titans Expansion M350,Tailspin Toys,Download Games,Download Games,Games and Toys
49,WWI 2GB Pulse Smart pen M100 White,Wide World Importers,Recording Pen,Recording Pen,Audio
